clean_text,skor_sentimen,bobot_kata,label_sentimen
roy suryo tumpang panggung doang,-1.0,"[('roy', 0), ('suryo', 0), ('tumpang', 0), ('panggung', 0), ('doang', -1.0)]",negatif
djaja bagus jabar,-1.0,"[('djaja', 0), ('bagus', -4.0), ('jabar', 3.0)]",negatif
iya ramai ramai talkshow berita iya untung media,-15.0,"[('iya', 0), ('ramai', -5.0), ('ramai', -5.0), ('talkshow', 0), ('berita', -4.0), ('iya', 0), ('untung', -1.0), ('media', 0)]",negatif
benah hukum polisi hakim benah kliw benah kejadianya usut tangan kena bohong lihat dengar jokowi urus sih luhut,-5.0,"[('benah', 0), ('hukum', -3.0), ('polisi', 0), ('hakim', 0), ('benah', 0), ('kliw', 0), ('benah', 0), ('kejadianya', 0), ('usut', 0), ('tangan', 1.0), ('kena', -3.0), ('bohong', -5.0), ('lihat', 3.0), ('dengar', 2.0), ('jokowi', 0), ('urus', 0), ('sih', 0), ('luhut', 0)]",negatif
besar allah orang salah sangka bebas jessica please salah,-15.0,"[('besar', -2.0), ('allah', 5.0), ('orang', 0), ('salah', -4.0), ('sangka', -3.0), ('bebas', -4.0), ('jessica', 0), ('please', -3.0), ('salah', -4.0)]",negatif
lok eksekutif masalah legislatif turun tangan lok legislatif masalah yudikatif turun tangan lok yudikatif masalah eksekutif turun tangan jokowi turun tangan lok tiga masalah biar rakyat turun tangan,-29.0,"[('lok', 0), ('eksekutif', 0), ('masalah', -4.0), ('legislatif', 0), ('turun', -3.0), ('tangan', 1.0), ('lok', 0), ('legislatif', 0), ('masalah', -4.0), ('yudikatif', 0), ('turun', -3.0), ('tangan', 1.0), ('lok', 0), ('yudikatif', 0), ('masalah', -4.0), ('eksekutif', 0), ('turun', -3.0), ('tangan', 1.0), ('jokowi', 0), ('turun', -3.0), ('tangan', 1.0), ('lok', 0), ('tiga', 0), ('masalah', -4.0), ('biar', -3.0), ('rakyat', 0), ('turun', -3.0), ('tangan', 1.0)]",negatif
bohong bantah dokter djaja mangkanya sidang panggil parah nih hukum wkwk,-20.0,"[('bohong', -5.0), ('bantah', -3.0), ('dokter', 0), ('djaja', 0), ('mangkanya', 0), ('sidang', -3.0), ('panggil', -1.0), ('parah', -5.0), ('nih', 0), ('hukum', -3.0), ('wkwk', 0)]",negatif
terang djaja dianalisa rekayasa kuasa allah subhanahu wa taala kuak tabir amin rabbal alamin,2.0,"[('terang', -3.0), ('djaja', 0), ('dianalisa', 0), ('rekayasa', 0), ('kuasa', 3.0), ('allah', 5.0), ('subhanahu', 0), ('wa', 0), ('taala', 0), ('kuak', 0), ('tabir', 0), ('amin', -3.0), ('rabbal', 0), ('alamin', 0)]",positif
banget bela jessica mbulet,1.0,"[('banget', 1.0), ('bela', 0), ('jessica', 0), ('mbulet', 0)]",positif
ahli manipulasi cctv hayoloooooo,0.0,"[('ahli', 0), ('manipulasi', 0), ('cctv', 0), ('hayoloooooo', 0)]",netral
inti autopsi sianida,0.0,"[('inti', 0), ('autopsi', 0), ('sianida', 0)]",netral
autopsi iya sangka,-3.0,"[('autopsi', 0), ('iya', 0), ('sangka', -3.0)]",negatif
on the way akun,0.0,"[('on', 0), ('the', 0), ('way', 0), ('akun', 0)]",netral
cctv baru edi salihin jessica hukum hukum mati youtube karni ilyas aneh keluarga almarhum joshua sambo hukum mati,-26.0,"[('cctv', 0), ('baru', 0), ('edi', 0), ('salihin', 0), ('jessica', 0), ('hukum', -3.0), ('hukum', -3.0), ('mati', -5.0), ('youtube', 0), ('karni', 0), ('ilyas', 0), ('aneh', -4.0), ('keluarga', -3.0), ('almarhum', 0), ('joshua', 0), ('sambo', 0), ('hukum', -3.0), ('mati', -5.0)]",negatif
coba hadir jurnalrisa om hao deh panggil arwah mirna biar ungkap,-11.0,"[('coba', -1.0), ('hadir', -3.0), ('jurnalrisa', 0), ('om', 0), ('hao', 0), ('deh', 0), ('panggil', -1.0), ('arwah', 0), ('mirna', 0), ('biar', -3.0), ('ungkap', -3.0)]",negatif
ahli panci pamer ahli bicara sembarang offside buru buru simpul loyo edi hasibuan lari jhonson kait autopsi sebab mati cari lubang sembunyi ajar otto sebab mati mirna sesuai jelas djaja,-34.0,"[('ahli', 0), ('panci', 0), ('pamer', -3.0), ('ahli', 0), ('bicara', 0), ('sembarang', -4.0), ('offside', 0), ('buru', -3.0), ('buru', -3.0), ('simpul', 3.0), ('loyo', 0), ('edi', 0), ('hasibuan', 0), ('lari', -2.0), ('jhonson', 0), ('kait', 1.0), ('autopsi', 0), ('sebab', -2.0), ('mati', -5.0), ('cari', -3.0), ('lubang', -3.0), ('sembunyi', 0), ('ajar', -3.0), ('otto', 0), ('sebab', -2.0), ('mati', -5.0), ('mirna', 0), ('sesuai', 3.0), ('jelas', -3.0), ('djaja', 0)]",negatif
takon a,0.0,"[('takon', 0), ('a', 0)]",netral
benar muncul lepas bela sungkawa tinggal mirna prihatin prihatin jessica moga adil muncul moga keihklasan milik keluarga mirna kurban,-30.0,"[('benar', -4.0), ('muncul', -3.0), ('lepas', -2.0), ('bela', 0), ('sungkawa', -3.0), ('tinggal', -3.0), ('mirna', 0), ('prihatin', -3.0), ('prihatin', -3.0), ('jessica', 0), ('moga', 1.0), ('adil', -3.0), ('muncul', -3.0), ('moga', 1.0), ('keihklasan', 0), ('milik', 1.0), ('keluarga', -3.0), ('mirna', 0), ('kurban', -3.0)]",negatif
iya alooooh roy suryo gari banget beliau tertawa khas ahli hebat orang kalo analisa gambar senang banget beliau pura sakit kursi roda janne nih ganteng,-7.0,"[('iya', 0), ('alooooh', 0), ('roy', 0), ('suryo', 0), ('gari', 3.0), ('banget', 1.0), ('beliau', 0), ('tertawa', 5.0), ('khas', 4.0), ('ahli', 0), ('hebat', 0), ('orang', 0), ('kalo', 0), ('analisa', 0), ('gambar', -3.0), ('senang', -4.0), ('banget', 1.0), ('beliau', 0), ('pura', 0), ('sakit', -5.0), ('kursi', 0), ('roda', -5.0), ('janne', 0), ('nih', 0), ('ganteng', -4.0)]",negatif
angel omong orang jujru ki,-4.0,"[('angel', 0), ('omong', -4.0), ('orang', 0), ('jujru', 0), ('ki', 0)]",negatif
jessica zoom garuk tangan kanan tembus pandang sih coba deh,1.0,"[('jessica', 0), ('zoom', 0), ('garuk', -3.0), ('tangan', 1.0), ('kanan', 0), ('tembus', 3.0), ('pandang', 1.0), ('sih', 0), ('coba', -1.0), ('deh', 0)]",positif
ahli netral tuju abimayu roy suryo ahli cctv wajah bilang jessica dasar abal roy suryo ahli netral saudara laki laki iya iya ragu nyata,-9.0,"[('ahli', 0), ('netral', 0), ('tuju', -4.0), ('abimayu', 0), ('roy', 0), ('suryo', 0), ('ahli', 0), ('cctv', 0), ('wajah', 0), ('bilang', 0), ('jessica', 0), ('dasar', 0), ('abal', 0), ('roy', 0), ('suryo', 0), ('ahli', 0), ('netral', 0), ('saudara', 0), ('laki', 0), ('laki', 0), ('iya', 0), ('iya', 0), ('ragu', -3.0), ('nyata', -2.0)]",negatif
jessica sangka penjara jessica sangka penjara fitnah kejam percaya jessica bunuh mirna janggal percaya mirna mati suami nyaceroboh oksigen kemumgkinan mirna sengaja lenyap suami uang jessica jadi pion,-42.0,"[('jessica', 0), ('sangka', -3.0), ('penjara', -4.0), ('jessica', 0), ('sangka', -3.0), ('penjara', -4.0), ('fitnah', -5.0), ('kejam', -4.0), ('percaya', 2.0), ('jessica', 0), ('bunuh', -5.0), ('mirna', 0), ('janggal', -4.0), ('percaya', 2.0), ('mirna', 0), ('mati', -5.0), ('suami', 0), ('nyaceroboh', 0), ('oksigen', 0), ('kemumgkinan', 0), ('mirna', 0), ('sengaja', -2.0), ('lenyap', -5.0), ('suami', 0), ('uang', 0), ('jessica', 0), ('jadi', -2.0), ('pion', 0)]",negatif
taruh gelas ngagkat tangan tinggix logikax taroh gula gelas angkat tangan,9.0,"[('taruh', 4.0), ('gelas', 0), ('ngagkat', 0), ('tangan', 1.0), ('tinggix', 0), ('logikax', 0), ('taroh', 0), ('gula', 0), ('gelas', 0), ('angkat', 3.0), ('tangan', 1.0)]",positif
sih teknologi ai hilang objek percaya video greget banget asli,1.0,"[('sih', 0), ('teknologi', 0), ('ai', 0), ('hilang', -4.0), ('objek', 0), ('percaya', 2.0), ('video', 0), ('greget', 0), ('banget', 1.0), ('asli', 2.0)]",positif
jaksa shandy tinjau kali woee bilang wkwk,0.0,"[('jaksa', 0), ('shandy', 0), ('tinjau', 0), ('kali', 0), ('woee', 0), ('bilang', 0), ('wkwk', 0)]",netral
jago,3.0,"[('jago', 3.0)]",positif
reza cocok anggota dewan wakil rakyat,-9.0,"[('reza', 0), ('cocok', -3.0), ('anggota', -3.0), ('dewan', -3.0), ('wakil', 0), ('rakyat', 0)]",negatif
kompolnas aeaeo,0.0,"[('kompolnas', 0), ('aeaeo', 0)]",netral
akal sehat orang taruh something tangan naruh barang duga sianida,3.0,"[('akal', 0), ('sehat', -1.0), ('orang', 0), ('taruh', 4.0), ('something', 0), ('tangan', 1.0), ('naruh', 0), ('barang', 0), ('duga', -1.0), ('sianida', 0)]",positif
iya buka cari adil bayar amplop,-9.0,"[('iya', 0), ('buka', -3.0), ('cari', -3.0), ('adil', -3.0), ('bayar', -3.0), ('amplop', 3.0)]",negatif
alas hitler bunuh yahudi pakai sianida gampang hilang susah lacak,-15.0,"[('alas', 0), ('hitler', 0), ('bunuh', -5.0), ('yahudi', 0), ('pakai', 0), ('sianida', 0), ('gampang', -3.0), ('hilang', -4.0), ('susah', -3.0), ('lacak', 0)]",negatif
suka roy atur gera tangan orang,-4.0,"[('suka', -1.0), ('roy', 0), ('atur', -4.0), ('gera', 0), ('tangan', 1.0), ('orang', 0)]",negatif
jaksa video lihat jaksa video kuat hukum jessica video jadi alat bukti,-8.0,"[('jaksa', 0), ('video', 0), ('lihat', 3.0), ('jaksa', 0), ('video', 0), ('kuat', -3.0), ('hukum', -3.0), ('jessica', 0), ('video', 0), ('jadi', -2.0), ('alat', 0), ('bukti', -3.0)]",negatif
bang jonson cerdas tanya bang edi banyak aaa eee aaa eee masuk akal bohong,-13.0,"[('bang', 0), ('jonson', 0), ('cerdas', 0), ('tanya', -2.0), ('bang', 0), ('edi', 0), ('banyak', -3.0), ('aaa', 0), ('eee', 0), ('aaa', 0), ('eee', 0), ('masuk', -3.0), ('akal', 0), ('bohong', -5.0)]",negatif
lambat benar kejar tidak benar,-15.0,"[('lambat', 1.0), ('benar', -4.0), ('kejar', -3.0), ('tidak', -5.0), ('benar', -4.0)]",negatif
otto hasibuan tuntut sih edi darmawan cemar nama,-8.0,"[('otto', 0), ('hasibuan', 0), ('tuntut', -3.0), ('sih', 0), ('edi', 0), ('darmawan', 0), ('cemar', -5.0), ('nama', 0)]",negatif
backingannya kuat coy gampang,-6.0,"[('backingannya', 0), ('kuat', -3.0), ('coy', 0), ('gampang', -3.0)]",negatif
asyik asyik terang cut gara gara durasi aduh,-14.0,"[('asyik', 0), ('asyik', 0), ('terang', -3.0), ('cut', 0), ('gara', -4.0), ('gara', -4.0), ('durasi', 0), ('aduh', -3.0)]",negatif
iya banget,1.0,"[('iya', 0), ('banget', 1.0)]",positif
biar tanggung pas dokter terang kali intrupsi advance ganggu,-9.0,"[('biar', -3.0), ('tanggung', -2.0), ('pas', 3.0), ('dokter', 0), ('terang', -3.0), ('kali', 0), ('intrupsi', 0), ('advance', 0), ('ganggu', -4.0)]",negatif
masuk cafe hotel rrstaurant clingak clinguk lihat sisi bangun,1.0,"[('masuk', -3.0), ('cafe', 0), ('hotel', 1.0), ('rrstaurant', 0), ('clingak', 0), ('clinguk', 0), ('lihat', 3.0), ('sisi', 0), ('bangun', 0)]",positif
saking banyakx orang kasih duwet bnar salah salah,-9.0,"[('saking', 0), ('banyakx', 0), ('orang', 0), ('kasih', -1.0), ('duwet', 0), ('bnar', 0), ('salah', -4.0), ('salah', -4.0)]",negatif
iya ketok palu dasar insting kira ahli bikin bukti langsung,-2.0,"[('iya', 0), ('ketok', 0), ('palu', 0), ('dasar', 0), ('insting', 0), ('kira', -2.0), ('ahli', 0), ('bikin', 0), ('bukti', -3.0), ('langsung', 3.0)]",negatif
tangan pegang sianida tangan cek bahaya kena kulit,-12.0,"[('tangan', 1.0), ('pegang', -2.0), ('sianida', 0), ('tangan', 1.0), ('cek', -4.0), ('bahaya', -5.0), ('kena', -3.0), ('kulit', 0)]",negatif
autopsi gelas cctv mayat mirna,-4.0,"[('autopsi', 0), ('gelas', 0), ('cctv', 0), ('mayat', -4.0), ('mirna', 0)]",negatif
bilang djaja kalo dokter gelas bang,0.0,"[('bilang', 0), ('djaja', 0), ('kalo', 0), ('dokter', 0), ('gelas', 0), ('bang', 0)]",netral
logis jelas ayah daripda roy kuproy,-3.0,"[('logis', 0), ('jelas', -3.0), ('ayah', 0), ('daripda', 0), ('roy', 0), ('kuproy', 0)]",negatif
ambil cctv bikin kopi,-5.0,"[('ambil', -5.0), ('cctv', 0), ('bikin', 0), ('kopi', 0)]",negatif
kasihan penjara orang benar iya,-11.0,"[('kasihan', -3.0), ('penjara', -4.0), ('orang', 0), ('benar', -4.0), ('iya', 0)]",negatif
capek sekolah eh hasil spekulasi garang tebak cctv wkwkwkkk bukti konkret abai chuaaks,-8.0,"[('capek', -4.0), ('sekolah', 3.0), ('eh', 0), ('hasil', 3.0), ('spekulasi', 0), ('garang', -5.0), ('tebak', -2.0), ('cctv', 0), ('wkwkwkkk', 0), ('bukti', -3.0), ('konkret', 3.0), ('abai', -3.0), ('chuaaks', 0)]",negatif
menit edi kecoplosan laku autopsi takut ayah sih mirna tanda ceplos hahahahaaaa,-6.0,"[('menit', 0), ('edi', 0), ('kecoplosan', 0), ('laku', 0), ('autopsi', 0), ('takut', -4.0), ('ayah', 0), ('sih', 0), ('mirna', 0), ('tanda', -2.0), ('ceplos', 0), ('hahahahaaaa', 0)]",negatif
sekakmat tertawa,5.0,"[('sekakmat', 0), ('tertawa', 5.0)]",positif
diketawain jessica kuasa hukum bela saksi ringan jessica tapiiiii orang bela jessica kepincut netflix kacaaau deh,-4.0,"[('diketawain', -4.0), ('jessica', 0), ('kuasa', 3.0), ('hukum', -3.0), ('bela', 0), ('saksi', 1.0), ('ringan', -1.0), ('jessica', 0), ('tapiiiii', 0), ('orang', 0), ('bela', 0), ('jessica', 0), ('kepincut', 0), ('netflix', 0), ('kacaaau', 0), ('deh', 0)]",negatif
cerita apa coba bawa bahas mutar,-9.0,"[('cerita', -4.0), ('apa', -3.0), ('coba', -1.0), ('bawa', -3.0), ('bahas', 2.0), ('mutar', 0)]",negatif
edi hisabuan bicara belit ngadol ngidul tegak hukum laku indonesia butuh polisi,-11.0,"[('edi', 0), ('hisabuan', 0), ('bicara', 0), ('belit', -3.0), ('ngadol', 0), ('ngidul', 0), ('tegak', 0), ('hukum', -3.0), ('laku', 0), ('indonesia', 0), ('butuh', -5.0), ('polisi', 0)]",negatif
omong dokter masuk akal percaya polisi pakar jabat amat hukum apa nama,-11.0,"[('omong', -4.0), ('dokter', 0), ('masuk', -3.0), ('akal', 0), ('percaya', 2.0), ('polisi', 0), ('pakar', -1.0), ('jabat', -3.0), ('amat', 4.0), ('hukum', -3.0), ('apa', -3.0), ('nama', 0)]",negatif
polisi berbelittt belumm makan siamgggg,-1.0,"[('polisi', 0), ('berbelittt', 0), ('belumm', 0), ('makan', -1.0), ('siamgggg', 0)]",negatif
lihat wkkwwk,3.0,"[('lihat', 3.0), ('wkkwwk', 0)]",positif
kopi itu kandung susu bos,-3.0,"[('kopi', 0), ('itu', -2.0), ('kandung', 0), ('susu', -4.0), ('bos', 3.0)]",negatif
kopi netral obat apa,-6.0,"[('kopi', 0), ('netral', 0), ('obat', -3.0), ('apa', -3.0)]",negatif
temu sianida moga natrium sianida moga temu periksa jasad tinjau ulang publik temu moga sumber profesor edi podcast denny sumargo ambil sampel lambung periksa jasad ambil temu sianida tinjau publik sumber jaksa shandy podcast denny sumargo djaja wajah jasad mirna semburat biru podcast richard jaksa shandy saksi amelia panggil sidang bap wajah jasad mirna semburat merah definisi autopsi ambil sampel beda dapat profesor edi acara otto h hukum nomor autopsi nomor case keluarga dekat ayah kembar suami periksa tutup konteks gerak gerik jessica curiga orang dekat patut curiga,-56.0,"[('temu', 2.0), ('sianida', 0), ('moga', 1.0), ('natrium', 0), ('sianida', 0), ('moga', 1.0), ('temu', 2.0), ('periksa', -5.0), ('jasad', 0), ('tinjau', 0), ('ulang', 0), ('publik', 0), ('temu', 2.0), ('moga', 1.0), ('sumber', 0), ('profesor', 0), ('edi', 0), ('podcast', 0), ('denny', 0), ('sumargo', 0), ('ambil', -5.0), ('sampel', 0), ('lambung', 2.0), ('periksa', -5.0), ('jasad', 0), ('ambil', -5.0), ('temu', 2.0), ('sianida', 0), ('tinjau', 0), ('publik', 0), ('sumber', 0), ('jaksa', 0), ('shandy', 0), ('podcast', 0), ('denny', 0), ('sumargo', 0), ('djaja', 0), ('wajah', 0), ('jasad', 0), ('mirna', 0), ('semburat', 0), ('biru', 0), ('podcast', 0), ('richard', 0), ('jaksa', 0), ('shandy', 0), ('saksi', 1.0), ('amelia', 0), ('panggil', -1.0), ('sidang', -3.0), ('bap', 0), ('wajah', 0), ('jasad', 0), ('mirna', 0), ('semburat', 0), ('merah', -3.0), ('definisi', 3.0), ('autopsi', 0), ('ambil', -5.0), ('sampel', 0), ('beda', -2.0), ('dapat', -2.0), ('profesor', 0), ('edi', 0), ('acara', 0), ('otto', 0), ('h', 0), ('hukum', -3.0), ('nomor', 0), ('autopsi', 0), ('nomor', 0), ('case', 0), ('keluarga', -3.0), ('dekat', -4.0), ('ayah', 0), ('kembar', -3.0), ('suami', 0), ('periksa', -5.0), ('tutup', -2.0), ('konteks', 0), ('gerak', 0), ('gerik', 0), ('jessica', 0), ('curiga', -4.0), ('orang', 0), ('dekat', -4.0), ('patut', -5.0), ('curiga', -4.0)]",negatif
kompolnas lawak banget kalah dokter jaya ilmu,5.0,"[('kompolnas', 0), ('lawak', 0), ('banget', 1.0), ('kalah', -4.0), ('dokter', 0), ('jaya', 4.0), ('ilmu', 4.0)]",positif
sangst kuat otipsi,-3.0,"[('sangst', 0), ('kuat', -3.0), ('otipsi', 0)]",negatif
jelas abimanyu masuk akal erti beda roy jasa masuk akal tebak masuk akal terima kasih akal sehat,-14.0,"[('jelas', -3.0), ('abimanyu', 0), ('masuk', -3.0), ('akal', 0), ('erti', -2.0), ('beda', -2.0), ('roy', 0), ('jasa', 4.0), ('masuk', -3.0), ('akal', 0), ('tebak', -2.0), ('masuk', -3.0), ('akal', 0), ('terima', 2.0), ('kasih', -1.0), ('akal', 0), ('sehat', -1.0)]",negatif
moga benar adil dapat mbak jessica mudah mudah allah subhanahu wa taala rahmat hidayah amin,-11.0,"[('moga', 1.0), ('benar', -4.0), ('adil', -3.0), ('dapat', -2.0), ('mbak', 0), ('jessica', 0), ('mudah', -1.0), ('mudah', -1.0), ('allah', 5.0), ('subhanahu', 0), ('wa', 0), ('taala', 0), ('rahmat', -3.0), ('hidayah', 0), ('amin', -3.0)]",negatif
durasi panjang biar detail,1.0,"[('durasi', 0), ('panjang', 2.0), ('biar', -3.0), ('detail', 2.0)]",positif
kenal juang peluang menang nama putus hakim mutlak ungkap,-21.0,"[('kenal', -2.0), ('juang', -3.0), ('peluang', 0), ('menang', -5.0), ('nama', 0), ('putus', -5.0), ('hakim', 0), ('mutlak', -3.0), ('ungkap', -3.0)]",negatif
ah sayang banget djaja omong potong seru banget kasih jelas hasil sampel selamat,-8.0,"[('ah', 0), ('sayang', -3.0), ('banget', 1.0), ('djaja', 0), ('omong', -4.0), ('potong', -2.0), ('seru', -5.0), ('banget', 1.0), ('kasih', -1.0), ('jelas', -3.0), ('hasil', 3.0), ('sampel', 0), ('selamat', 5.0)]",negatif
roy suryo,0.0,"[('roy', 0), ('suryo', 0)]",netral
alah abimanyu kemarin venna melinda darah bilang foto bikin darah asli darah muncrat rambut kena darah an ber spekulasi versi fakta hasil lab darah saksi hotel venna lari kamar darah cucur,-8.0,"[('alah', -4.0), ('abimanyu', 0), ('kemarin', 0), ('venna', 0), ('melinda', 0), ('darah', -1.0), ('bilang', 0), ('foto', 3.0), ('bikin', 0), ('darah', -1.0), ('asli', 2.0), ('darah', -1.0), ('muncrat', 0), ('rambut', 0), ('kena', -3.0), ('darah', -1.0), ('an', 0), ('ber', 0), ('spekulasi', 0), ('versi', 0), ('fakta', -3.0), ('hasil', 3.0), ('lab', 0), ('darah', -1.0), ('saksi', 1.0), ('hotel', 1.0), ('venna', 0), ('lari', -2.0), ('kamar', 0), ('darah', -1.0), ('cucur', 0)]",negatif
roy suryo pakar nilai hasil video,7.0,"[('roy', 0), ('suryo', 0), ('pakar', -1.0), ('nilai', 5.0), ('hasil', 3.0), ('video', 0)]",positif
naro tas belanja meja kotor takut lupa,-15.0,"[('naro', 0), ('tas', 0), ('belanja', -3.0), ('meja', 0), ('kotor', -5.0), ('takut', -4.0), ('lupa', -3.0)]",negatif
salah edy bunuh anak,-12.0,"[('salah', -4.0), ('edy', 0), ('bunuh', -5.0), ('anak', -3.0)]",negatif
joshua sambo rekan main bukti cctv iya strategi sama sianida,-4.0,"[('joshua', 0), ('sambo', 0), ('rekan', -2.0), ('main', -2.0), ('bukti', -3.0), ('cctv', 0), ('iya', 0), ('strategi', 0), ('sama', 3.0), ('sianida', 0)]",negatif
roy suryo nih sh tahu banget jurus salah jessica aduh bapak mirna sus banget video kasih sidang iya sih mirna tangkap halang lidi polisi kemarin blunder melulu sih edi,-22.0,"[('roy', 0), ('suryo', 0), ('nih', 0), ('sh', 0), ('tahu', -4.0), ('banget', 1.0), ('jurus', 0), ('salah', -4.0), ('jessica', 0), ('aduh', -3.0), ('bapak', 0), ('mirna', 0), ('sus', 0), ('banget', 1.0), ('video', 0), ('kasih', -1.0), ('sidang', -3.0), ('iya', 0), ('sih', 0), ('mirna', 0), ('tangkap', -3.0), ('halang', -3.0), ('lidi', 0), ('polisi', 0), ('kemarin', 0), ('blunder', 0), ('melulu', -3.0), ('sih', 0), ('edi', 0)]",negatif
mantap otto,5.0,"[('mantap', 5.0), ('otto', 0)]",positif
kesal mbak potong bicara pas enak enak,-12.0,"[('kesal', -5.0), ('mbak', 0), ('potong', -2.0), ('bicara', 0), ('pas', 3.0), ('enak', -4.0), ('enak', -4.0)]",negatif
jessica gera letak tas situ kalimat roy suryo kocak iya serah orang naruh barang atur khusus gera cari aneh iya,-19.0,"[('jessica', 0), ('gera', 0), ('letak', 0), ('tas', 0), ('situ', 0), ('kalimat', -3.0), ('roy', 0), ('suryo', 0), ('kocak', -2.0), ('iya', 0), ('serah', -3.0), ('orang', 0), ('naruh', 0), ('barang', 0), ('atur', -4.0), ('khusus', 0), ('gera', 0), ('cari', -3.0), ('aneh', -4.0), ('iya', 0)]",negatif
sih roy malu panjat sosial hebat kali isi hati orang amal,-3.0,"[('sih', 0), ('roy', 0), ('malu', -4.0), ('panjat', 0), ('sosial', 4.0), ('hebat', 0), ('kali', 0), ('isi', -5.0), ('hati', -2.0), ('orang', 0), ('amal', 4.0)]",negatif
tuju ayo masyarakat indonesia dukung moga kopi sianida buka,2.0,"[('tuju', -4.0), ('ayo', 4.0), ('masyarakat', 0), ('indonesia', 0), ('dukung', 4.0), ('moga', 1.0), ('kopi', 0), ('sianida', 0), ('buka', -3.0)]",positif
pdnting autopsi tele tele garang,-5.0,"[('pdnting', 0), ('autopsi', 0), ('tele', 0), ('tele', 0), ('garang', -5.0)]",negatif
koo lucu belit belit mengcape tegak hukum konoha,-11.0,"[('koo', 0), ('lucu', -2.0), ('belit', -3.0), ('belit', -3.0), ('mengcape', 0), ('tegak', 0), ('hukum', -3.0), ('konoha', 0)]",negatif
indonesia begoin netflix netflix bikin documenter true crime contoh making the murderer netflix candace owen bikin documenter lawan judul convicting a murderer cinta true crime netflix suka tayang documenter true crime inspired film laku korban jeffry dahmer serial killer ganas culun hati film tayang netflix duh indonesia pecah belah orang asing,-18.0,"[('indonesia', 0), ('begoin', 0), ('netflix', 0), ('netflix', 0), ('bikin', 0), ('documenter', 0), ('true', 0), ('crime', 0), ('contoh', 0), ('making', 0), ('the', 0), ('murderer', 0), ('netflix', 0), ('candace', 0), ('owen', 0), ('bikin', 0), ('documenter', 0), ('lawan', -4.0), ('judul', 2.0), ('convicting', 0), ('a', 0), ('murderer', 0), ('cinta', -1.0), ('true', 0), ('crime', 0), ('netflix', 0), ('suka', -1.0), ('tayang', 3.0), ('documenter', 0), ('true', 0), ('crime', 0), ('inspired', 0), ('film', 0), ('laku', 0), ('korban', -4.0), ('jeffry', 0), ('dahmer', 0), ('serial', 0), ('killer', 0), ('ganas', -5.0), ('culun', 0), ('hati', -2.0), ('film', 0), ('tayang', 3.0), ('netflix', 0), ('duh', -4.0), ('indonesia', 0), ('pecah', 0), ('belah', -5.0), ('orang', 0), ('asing', 0)]",negatif
